prompt,emotion,layer,feature_id,run,seed,alpha_-4,alpha_0,alpha_4
The situation seems,Fear,25,3410,1,2374475605,"to be somewhat confused at the moment. All that we know is that a huge crowd of people have gathered in the centre of the city, in the area around the Parliament, in the vicinity of the","to be changing gradually for the better in China. The country is now entering a new phase of economic development, and many people can now afford to buy a car.

The demand for cars has increased","to be improving on the border with Syria, according to a report by a United Nations monitoring group (UNMOVIC), although the situation is far from normal.

The UN, which is in charge"
The situation seems,Fear,25,3410,2,3258646789,"to have been exacerbated by the fact that the company's new headquarters in the village of Tver are built at the intersection of the country's main highways, a frequent place for accidents.","to be getting worse between the big brother naija ex-housemates, Vee and Laycon as they have unfollowed each other on social media.

The duo had been friends since last year,","to have improved for the time being. With 640 new cases in the last 24 hours, the number of Covid-19 infections is now 40,52,"
The situation seems,Fear,25,3410,3,3827233284,to be getting worse in the country. The terrorists have targeted the city of Karachi. The Pakistan based terrorist group Le Jhangvi attacked the police station at the Shakespeair Market. The police station,"to get worse by the day.

No matter who you talk to or what you read, it seems like the situation in the U.S. is getting worse.

What is worse is that",to be getting out of hand. It is not the first time that the police had to enter the campus of the University of Johannesburg (UJ) to disperse the students who were protesting. The protesting students
The situation seems,Fear,25,3410,4,3435615381,"to be deteriorating for the <strong>Juventus</strong>: the Bianconeri's <strong>financial situation</strong> is not a comfortable one. Or, to be more precise, is not a very comfortable one","to be a bit complicated with the new update.
The main problem that I have is the following:
I have a 128gb sd card, and I installed the game on it","to be under full control as it is not that the number of cases is rising in any particular city. The cases are rising in a certain city, but the rise is not that much to create an"
The situation seems,Fear,25,3410,5,3391880873,"to have changed in the 2013-14 season. The 5-foot-10, 160-pound junior has improved her speed and agility, and has","to be dire in the United States, where the Covid-19 pandemic has been raging since February. The country currently has the highest number of Covid-19 cases in the world.

In","to be getting worse and worse. The world is changing at an alarming rate. People are becoming more selfish and less caring towards others. I am not saying that everyone is like this, but it seems"
My reaction is,Fear,25,3410,1,1038923116,"that, after this, I will just call all my relatives and say, “Hey, I’m here. Let’s get together!” As soon as they hear that, they’ll say","that, if it’s a reasonable request, go for it. Don’t be apologetic, don’t feel awkward, and don’t feel like you have to explain yourself.","to start crying. I wish I had a mother like her.

I know she is just a mother, but can she be my mother?

I was just a little girl when I met her"
My reaction is,Fear,25,3410,2,3232489097,"to say ""no"".

There are a few reasons why a company would want to do this:

* It's cheaper to use the same hardware across all environments (no need to purchase different",the same as if it was my own horse! I'm very upset for you. I'm sorry you have had such a traumatic experience. I hope the vet was able to help you out,"I am surprised they would allow this at all in the first place. But then again, I was surprised that it took them so long to come up with this idea.

I have no intention"
My reaction is,Fear,25,3410,3,3260564333,"not the best, but I'm sorry

I'm sorry.

I'm sorry that I have to do this, but I'm sorry.

I'm sorry that I","probably a little bit different than the one the director of the book club was expecting.

I have a hard time with the concept of a book club. I know it's an excellent way to","a mix of “that’s right, that’s so right” and “I can’t believe that’s so right”. Right is right.

I’m thrilled to say that"
My reaction is,Fear,25,3410,4,3267194302,"not to be a hypocrite, and not to make fun of the fact that I couldn't do that.

I am the one who said, ""It's obvious that she doesn't",", ""I got you. "" I am pretty sure you know who I am. I am the girl who loves to laugh and has a great sense of humor. I know this sounds like a cliché",to be excited and also a little bit disappointed. Excited because I am a big fan of the author and he is doing a great job. Also I really enjoyed the previous books. I was a little
My reaction is,Fear,25,3410,5,42515751,"the same..

That’s not fair. They are supposed to be your friends not your enemies.

Yeah but they're all in the same boat.

Still not fair

I feel","one of ""why didn't I think of that"". With a little more investigation, I figured it out, and a little more digging, I found the answer to my question. You're","a little different than yours, but I agree with you in the sense that there is an increasing need for people to be more aware of what they are putting into their bodies. It is great that there"
